2017-08-18,224.28
2017-08-17,233.62
2017-08-16,232.02
2017-08-15,203.52
2017-08-14,199.44
2017-08-13,198.17
2017-08-12,205.49
2017-08-11,205.79
2017-08-10,200.96
2017-08-09,199.21
2017-08-08,203.84
2017-08-07,197.19
2017-08-06,189.13
2017-08-05,193.83
2017-08-04,186.97
2017-08-03,186.99
2017-08-02,182.93
2017-08-01,184.75
2017-07-31,178.51
2017-07-30,172.82
2017-07-29,185.25
2017-07-28,185.61
2017-07-27,194.09
2017-07-26,194.37
2017-07-25,195.52
2017-07-24,204.02
2017-07-23,191.03
2017-07-22,195.31
2017-07-21,185.86
2017-07-20,188.59
2017-07-19,155.65
2017-07-18,158.07
2017-07-17,153.85
2017-07-16,132.64
2017-07-15,140.14
2017-07-14,161.08
2017-07-13,171.24
2017-07-12,179.89
2017-07-11,165.73
2017-07-10,174.40
2017-07-09,195.64
2017-07-08,209.20
2017-07-07,196.46
2017-07-06,213.17
2017-07-05,209.48
2017-07-04,183.06
2017-07-03,180.79
2017-07-02,173.49
2017-07-01,165.71
2017-06-30,181.77
2017-06-29,177.17
2017-06-28,184.13
2017-06-27,176.02
2017-06-26,162.89
2017-06-25,172.88
2017-06-24,182.62
2017-06-23,189.26
2017-06-22,177.06
2017-06-21,178.81
2017-06-20,187.91
2017-06-19,201.26
2017-06-18,193.53
2017-06-17,178.13
2017-06-16,166.25
2017-06-15,163.35
2017-06-14,163.21
2017-06-13,183.97
2017-06-12,170.78
2017-06-11,188.27
2017-06-10,152.00
2017-06-09,148.93
2017-06-08,145.03
2017-06-07,140.36
2017-06-06,145.19
2017-06-05,144.92
2017-06-04,143.35
2017-06-03,144.29
2017-06-02,145.29
2017-06-01,136.08
2017-05-31,135.97
2017-05-30,121.13
2017-05-29,117.26
2017-05-28,108.14
2017-05-27,99.20
2017-05-26,112.94
2017-05-25,119.63
2017-05-24,144.63
2017-05-23,138.07
2017-05-22,120.73
2017-05-21,102.03
2017-05-20,100.77
2017-05-19,98.98
2017-05-18,89.73
2017-05-17,83.26
2017-05-16,85.59
2017-05-15,91.49
2017-05-14,89.80
2017-05-13,89.35
2017-05-12,86.80
2017-05-11,91.54
2017-05-10,91.52
2017-05-09,93.30
2017-05-08,101.10
2017-05-07,106.28
2017-05-06,99.76
2017-05-05,99.01
2017-05-04,92.80
2017-05-03,90.08
2017-05-02,86.24
2017-05-01,88.12
2017-04-30,91.55
2017-04-29,94.95
2017-04-28,79.49
2017-04-27,78.17
