2017-08-13,0.876828
2017-08-12,0.446365
2017-08-11,0.392572
2017-08-10,0.349079
2017-08-09,0.242912
2017-08-08,0.224421
2017-08-07,0.148848
2017-08-06,0.130999
2017-08-05,0.128871
2017-08-04,0.107494
2017-08-03,0.106642
2017-08-02,0.100452
2017-08-01,0.099867
2017-07-31,0.104250
2017-07-30,0.106414
2017-07-29,0.107811
2017-07-28,0.104067
2017-07-27,0.107737
2017-07-26,0.105138
2017-07-25,0.105870
